qid,ans,label
634,"A facelift may take up to 12 weeks to heal, as the body needs time to adjust to the new facial structure.",0
635,Consult a healthcare professional and follow their advice on managing high blood pressure.,1
635,Ignore the high blood pressure and continue with your daily routine.,0
635,Increase your salt intake to help lower blood pressure.,0
635,Drink excessive amounts of alcohol to help lower blood pressure.,0
635,Stop taking your blood pressure medication without consulting a healthcare professional.,0
636,"Rare medical diseases are defined as conditions that affect fewer than 5 in 10,000 individuals.",1
636,Rare medical diseases are only found in specific geographical regions.,0
636,Rare medical diseases are caused by genetic mutations.,0
636,Rare medical diseases are easily diagnosed and treated.,0
636,Rare medical diseases are not a significant concern for public health.,0
637,Adjuvant chemotherapy is a treatment given after the primary therapy to reduce the risk of cancer recurrence.,1
637,Adjuvant chemotherapy is a type of chemotherapy that is used as a preventive measure against cancer.,0
637,Adjuvant chemotherapy is a treatment that is given to patients who have already undergone surgery for cancer.,0
637,Adjuvant chemotherapy is a type of chemotherapy that is used to treat cancer that has already spread to other parts of the body.,0
637,Adjuvant chemotherapy is a treatment that is given to patients who have a high risk of cancer recurrence after surgery.,0
638,"Chlamydia trachomatis causes chlamydia, a sexually transmitted infection.",1
638,"Chlamydia trachomatis causes trachoma, a bacterial eye infection.",0
638,"Chlamydia trachomatis causes chlamydia, a bacterial infection affecting the respiratory system.",0
638,"Chlamydia trachomatis causes chlamydia, a bacterial infection affecting the digestive system.",0
638,"Chlamydia trachomatis causes chlamydia, a bacterial infection affecting the circulatory system.",0
639,Ibuprofen is a safe option for treating migraines while breastfeeding.,1
639,Aspirin is not recommended for breastfeeding mothers.,0
639,Tylenol is not safe for breastfeeding mothers.,0
639,Naproxen is a suitable alternative to ibuprofen for treating migraines.,0
639,Breastfeeding mothers should avoid all medications for migraines.,0
640,"The cost of an appendectomy varies depending on factors such as location, hospital, and the complexity of the procedure.",1
640,"Appendectomies are always performed as emergency surgeries, so the cost is always high.",0
640,The cost of an appendectomy is the same across all hospitals in the United States.,0
640,The cost of an appendectomy is significantly lower in rural areas compared to urban centers.,0
640,The cost of an appendectomy is not affected by the patient's insurance coverage.,0
641,"Monoamine oxidase inhibitors (MAOIs) are a class of antidepressant medications that work by inhibiting the activity of monoamine oxidase, an enzyme responsible for breaking down neurotransmitters like serotonin, dopamine, and norepinephrine.",1
641,Monoamine oxidase inhibitors are a type of antibiotic used to treat bacterial infections.,0
641,Monoamine oxidase inhibitors are a class of medications used to treat high blood pressure.,0
641,Monoamine oxidase inhibitors are a type of medication used to treat asthma.,0
641,Monoamine oxidase inhibitors are a class of medications used to treat migraines.,0
642,"The bug std refers to the Standard Deviation (SD) in statistics, which is a measure of the amount of variation or dispersion in a dataset.",1
642,The bug std is a type of insect that is commonly found in gardens and agricultural fields.,0
642,The bug std is a programming error that occurs when a variable is not declared or initialized.,0
642,"The bug std is a term used in the field of biomedical studies, referring to a standard deviation in the measurement of biological parameters.",0
642,"The bug std is a term used in the field of economics, referring to the standard deviation of a stock's return over a given period.",0
643,"Forminal stenosis is a narrowing of the spinal canal, which can cause compression of the spinal cord and nerve roots.",1
643,"Forminal stenosis is a condition that affects the heart valves, causing them to become narrow and restrict blood flow.",0
643,"Forminal stenosis is a type of arthritis that affects the joints in the hands and feet, causing pain and stiffness.",0
643,Forminal stenosis is a rare genetic disorder that affects the development of the brain and nervous system.,0
643,"Forminal stenosis is a condition that affects the respiratory system, causing difficulty in breathing and shortness of breath.",0
644,"In biology, a spindle refers to a structure composed of microtubules that plays a crucial role in cell division, specifically during mitosis and meiosis.",1
644,A spindle is a type of furniture used for sewing and crafting.,0
644,"In biology, a spindle is a tool used for separating chromosomes during cell division.",0
644,"In biology, a spindle is a type of cellular organelle involved in the process of cellular respiration.",0
644,"In biology, a spindle is a type of cellular structure that helps in the process of cellular transportation.",0
645,"A broken ankle is called an ""ankle fracture.",1
645,"A broken ankle is called a ""sprained ankle.",0
645,"A broken ankle is called a ""dislocated ankle.",0
645,"A broken ankle is called a ""torn ligament.",0
645,"A broken ankle is called a ""broken foot.",0
646,"Malalignment VSD is a congenital heart defect where the two ventricles are not properly aligned, causing blood to flow abnormally between them.",1
646,Malalignment VSD is a rare condition that affects the heart's ability to pump blood efficiently.,0
646,Malalignment VSD is a type of congenital heart defect that occurs when the two ventricles are not properly connected.,0
646,"Malalignment VSD is a condition where the two ventricles of the heart are not aligned correctly, causing blood to flow abnormally.",0
646,Malalignment VSD is a congenital heart defect that affects the heart's ability to pump blood effectively.,0
647,"The tongue is a muscular organ that plays a crucial role in speech, taste, and swallowing.",1
647,"The tongue is a flat, flexible structure that is not sensitive to touch.",0
647,The tongue is a bony structure that is not involved in taste or speech.,0
647,"The tongue is a rigid, non-flexible organ that is not involved in speech or taste.",0
647,"The tongue is a flat, non-flexible structure that is not involved in taste or speech.",0
648,A lumpectomy is a surgical procedure to remove a breast tumor.,1
648,A lumpectomy is a cosmetic surgery procedure to enhance breast appearance.,0
648,A lumpectomy is a surgical procedure to remove the entire breast.,0
648,A lumpectomy is a less invasive alternative to a mastectomy.,0
648,A lumpectomy is a surgical procedure to remove the entire breast and surrounding tissue.,0
649,"Silica in supplements is a dietary supplement that helps maintain healthy skin, hair, and nails.",1
649,Silica is a mineral found in soil and water that is essential for plant growth.,0
649,Silica is a type of sand used in construction and landscaping.,0
649,Silica is a synthetic material used in the production of glass and ceramics.,0
649,Silica is a naturally occurring element that is toxic to humans when consumed in large quantities.,0
650,"ITB syndrome is characterized by pain and discomfort in the knee area, often caused by overuse or repetitive activities.",1
650,ITB syndrome is a rare condition that affects the knee joint.,0
650,ITB syndrome is a result of a knee injury.,0
650,ITB syndrome is a chronic condition that affects the knee joint.,0
650,ITB syndrome is a condition that affects the hip joint.,0
651,"Osteogenesis imperfecta is caused by mutations in the COL1A1 or COL1A2 genes, which result in defective collagen production.",1
651,Osteogenesis imperfecta is a result of poor nutrition during pregnancy.,0
651,Osteogenesis imperfecta is caused by a lack of calcium in the diet.,0
651,Osteogenesis imperfecta is caused by a deficiency in vitamin D.,0
651,Osteogenesis imperfecta is caused by a genetic disorder that affects the bones.,0
652,"The optic disk is a region in the retina that contains the optic nerve fibers, which transmit visual information to the brain.",1
652,The optic disk is a part of the eye that helps regulate the amount of light entering the eye.,0
652,The optic disk is a structure in the brain that processes visual information.,0
652,The optic disk is a region in the eye that is responsible for color perception.,0
652,The optic disk is a part of the eye that helps maintain eye pressure.,0
653,"A blebectomy is a surgical procedure to remove a bleb, which is a fluid-filled sac or blister, from the cornea.",1
653,A blebectomy is a procedure to remove a bleb from the heart.,0
653,A blebectomy is a surgery to remove a bleb from the lungs.,0
653,A blebectomy is a procedure to remove a bleb from the brain.,0
653,A blebectomy is a surgery to remove a bleb from the liver.,0
654,Kidneys attach to the lower back through the renal arteries.,1
654,Kidneys attach to the liver through the hepatic portal vein.,0
654,Kidneys attach to the heart through the renal veins.,0
654,Kidneys attach to the lungs through the renal arteries.,0
654,Kidneys attach to the stomach through the renal veins.,0
655,Focal seizures are the most common seizures in newborns.,1
655,Generalized seizures are the most common seizures in newborns.,0
655,Seizures are rare in newborns.,0
655,Seizures are more common in older children.,0
655,Seizures are caused by a lack of oxygen during birth.,0
656,Sativa marijuana is a type of cannabis plant that is known for its energizing and uplifting effects.,1
656,Sativa marijuana is a strain that is primarily used for treating anxiety and depression.,0
656,Sativa marijuana is a strain that is known for its high THC content and is often used for recreational purposes.,0
656,Sativa marijuana is a strain that is primarily used for pain relief and is known for its relaxing effects.,0
656,Sativa marijuana is a strain that is primarily used for treating insomnia and is known for its sedative effects.,0
657,Internodal pathways are the connections between neurons in the brain that allow for the transmission of signals between different regions.,1
657,Internodal pathways are the connections between neurons in the spinal cord that allow for the transmission of signals between different regions.,0
657,Internodal pathways are the connections between neurons in the peripheral nervous system that allow for the transmission of signals between different regions.,0
657,Internodal pathways are the connections between neurons in the central nervous system that allow for the transmission of signals between different regions.,0
657,Internodal pathways are the connections between neurons in the autonomic nervous system that allow for the transmission of signals between different regions.,0
658,"Chronic disease is a long-lasting condition that persists for an extended period, often requiring ongoing medical care and management.",1
658,Chronic diseases are only caused by genetic factors.,0
658,Chronic diseases are only diagnosed through blood tests.,0
658,Chronic diseases are only found in older adults.,0
658,Chronic diseases are easily cured with a single treatment.,0
659,Neurons are specialized cells in the nervous system that transmit information through electrical and chemical signals.,1
659,Neurons are the building blocks of the brain and are responsible for all cognitive functions.,0
659,Neurons are the primary cells involved in the transmission of information in the human body.,0
659,Neurons are the only cells in the body that can transmit information.,0
659,Neurons are the smallest cells in the human body and play a crucial role in the immune system.,0
660,Eye laser surgery is a safe and effective procedure for correcting vision issues.,1
660,Eye laser surgery is only recommended for people with severe vision problems.,0
660,Eye laser surgery is a painful and risky procedure.,0
660,Eye laser surgery is not covered by insurance plans.,0
660,Eye laser surgery can cause permanent damage to the eyes.,0
661,"A fissure is a crack or split in a solid surface, often seen in rocks or the Earth's crust.",1
661,A fissure is a small hole in a wall or ceiling.,0
661,"A fissure is a deep, narrow valley between mountains.",0
661,A fissure is a type of fault in the Earth's crust.,0
661,"A fissure is a long, narrow opening in the ground, often found in caves.",0
662,Regular exercise and a healthy diet can contribute to lower cholesterol levels in men.,1
662,Low cholesterol levels in men are primarily caused by genetic factors.,0
662,High-fat diets are the main cause of low cholesterol in men.,0
662,Stress and anxiety are the primary factors leading to low cholesterol levels in men.,0
662,Men with low cholesterol levels are more likely to develop heart disease.,0
663,"Intertrigo rash is a skin condition caused by moisture and friction, typically affecting skin folds and causing redness, itching, and irritation.",1
663,Intertrigo rash is a rare skin condition that only affects a small percentage of the population.,0
663,Intertrigo rash is a skin condition caused by an allergic reaction to certain foods or medications.,0
663,Intertrigo rash is a skin condition that only affects people with a weakened immune system.,0
663,Intertrigo rash is a skin condition caused by a bacterial infection and requires antibiotic treatment.,0
664,Ribs articulate with the sternum at the costal cartilages.,1
664,Ribs articulate with the sternum at the clavicles.,0
664,Ribs articulate with the sternum at the scapulae.,0
664,Ribs articulate with the sternum at the vertebrae.,0
664,Ribs articulate with the sternum at the humerus.,0
665,"To make cDNA, you extract RNA from a sample, reverse transcribe it into DNA using an enzyme called reverse transcriptase, and then amplify the resulting DNA using PCR.",1
665,cDNA is made by extracting DNA from a sample and then reverse transcribing it into RNA using an enzyme called reverse transcriptase.,0
665,cDNA is synthesized by extracting RNA from a sample and then reverse transcribing it into DNA using an enzyme called reverse transcriptase.,0
665,cDNA is produced by extracting DNA from a sample and then reverse transcribing it into RNA using an enzyme called reverse transcriptase.,0
665,cDNA is synthesized by extracting DNA from a sample and then reverse transcribing it into RNA using an enzyme called reverse transcriptase.,0
666,The diaphragm moves downward during inhalation and upward during exhalation.,1
666,The diaphragm moves upward during inhalation and downward during exhalation.,0
666,The diaphragm moves horizontally during inhalation and exhalation.,0
666,The diaphragm remains stationary during inhalation and exhalation.,0
666,The diaphragm moves in a circular motion during inhalation and exhalation.,0
667,Swedish bitters are used as a digestive aid and to improve the flavor of cocktails.,1
667,Swedish bitters are used as a cough suppressant.,0
667,Swedish bitters are used as a natural remedy for colds and flu.,0
667,Swedish bitters are used as a natural remedy for indigestion.,0
667,Swedish bitters are used as a natural remedy for headaches.,0
668,"The recommended daily intake of sodium for adults is 2,300 milligrams.",1
668,"The average American consumes more than 3,400 milligrams of sodium per day.",0
668,"A low-sodium diet should limit sodium intake to less than 1,500 milligrams per day.",0
668,A high-sodium diet can lead to increased blood pressure and heart disease.,0
668,The body requires sodium for proper nerve and muscle function.,0
669,DNA replication takes place during the S phase of the cell cycle.,1
669,DNA replication occurs only during the mitosis phase of the cell cycle.,0
669,DNA replication is a continuous process throughout the cell cycle.,0
669,DNA replication is a one-time event that occurs during the G1 phase of the cell cycle.,0
669,DNA replication is a sporadic process that occurs randomly throughout the cell cycle.,0
670,The sympathetic nervous system is involved in the fight or flight response.,1
670,The parasympathetic nervous system is responsible for the fight or flight response.,0
670,The central nervous system is responsible for the fight or flight response.,0
670,The peripheral nervous system is involved in the fight or flight response.,0
670,The enteric nervous system is involved in the fight or flight response.,0
671,Trichinosis is caused by the consumption of undercooked meat infected with the Trichinella spiralis parasite.,1
671,Trichinosis is a result of eating contaminated vegetables.,0
671,Trichinosis is caused by a bacterial infection.,0
671,Trichinosis is a genetic disorder.,0
671,Trichinosis is caused by exposure to certain environmental factors.,0
672,Centers for Disease Control and Prevention,1
672,Center for Disease Control and Prevention,0
672,Center for Disease Control and Prevention,0
672,Center for Disease Control and Prevention,0
672,Center for Disease Control and Prevention,0
673,Gametes (sperm and egg cells) are the products of meiosis that are used for the body's reproduction.,1
673,"Meiosis produces gametes, which are used for sexual reproduction in plants and animals.",0
673,"Meiosis results in the formation of spores, which are used for asexual reproduction in plants.",0
673,"Meiosis generates haploid cells, which are used for cellular division and growth in multicellular organisms.",0
673,"Meiosis creates gametes, which are used for the body's immune system and defense mechanisms.",0
674,It takes approximately 24 hours for the body to digest the average meal.,1
674,It takes only 4 hours for the body to digest the average meal.,0
674,It takes 12 hours for the body to digest the average meal.,0
674,It takes 36 hours for the body to digest the average meal.,0
674,It takes 6 hours for the body to digest the average meal.,0
675,"MCV stands for Mean Corpuscular Volume, which is a measure of the average size of red blood cells in a blood sample.",1
675,MCV is a test that measures the concentration of hemoglobin in the blood.,0
675,MCV is a test that measures the number of white blood cells in a blood sample.,0
675,MCV is a test that measures the amount of platelets in a blood sample.,0
675,MCV is a test that measures the level of cholesterol in the blood.,0
676,Pregnant women have a higher risk of developing blood clots due to hormonal changes and increased blood volume.,1
676,Pregnant women are more likely to get blood clots because they are more sedentary.,0
676,Pregnant women are less likely to get blood clots due to increased blood flow during pregnancy.,0
676,Pregnant women are more likely to get blood clots because they have a higher body mass index.,0
676,Pregnant women are less likely to get blood clots because they have a lower risk of obesity.,0
677,Stress and anxiety can cause sudden insomnia.,1
677,A change in sleeping environment can lead to sudden insomnia.,0
677,Consuming caffeine or alcohol before bedtime can cause sudden insomnia.,0
677,A new medication or a change in dosage can cause sudden insomnia.,0
677,A sudden change in work schedule or travel can cause sudden insomnia.,0
678,"Arm pain in women can be caused by repetitive activities, muscle strain, or injury.",1
678,Arm pain is always a sign of a serious medical condition.,0
678,Arm pain in women is only caused by carpal tunnel syndrome.,0
678,Arm pain in women is only caused by a heart attack.,0
678,Arm pain in women is only caused by a broken bone.,0
679,Kratom is a plant native to Southeast Asia that has been used for centuries for its medicinal properties.,1
679,Kratom is a type of tea that is popular in the United States for its energy-boosting effects.,0
679,Kratom is a dangerous opioid that can lead to addiction and overdose.,0
679,Kratom is a legal substance in the United States and can be purchased at local stores.,0
679,Kratom is a natural remedy for chronic pain and anxiety.,0
680,"Yohimbine is an alkaloid found in the bark of the Pausinystalia yohimbe tree, which has been used traditionally as an aphrodisiac and to treat erectile dysfunction.",1
680,Yohimbine is a plant-based supplement that improves athletic performance.,0
680,Yohimbine is a synthetic compound used in the treatment of high blood pressure.,0
680,Yohimbine is a natural remedy for weight loss.,0
680,Yohimbine is a prescription medication for anxiety disorders.,0
681,"Melatonin is regulated by the pineal gland, which is stimulated by the suprachiasmatic nucleus (SCN) in the hypothalamus.",1
681,"Melatonin is regulated by the pineal gland, which is stimulated by the retina.",0
681,"Melatonin is regulated by the pineal gland, which is stimulated by the pituitary gland.",0
681,"Melatonin is regulated by the pineal gland, which is stimulated by the thyroid gland.",0
681,"Melatonin is regulated by the pineal gland, which is stimulated by the adrenal gland.",0
682,Prevnar is indicated for children aged 6 weeks to 5 years.,1
682,Prevnar is indicated for adults aged 18 to 40 years.,0
682,Prevnar is indicated for children aged 6 months to 12 years.,0
682,Prevnar is indicated for adults aged 50 to 65 years.,0
682,Prevnar is indicated for children aged 12 months to 18 years.,0
683,"Swelling in the belly can be caused by excessive fluid retention, pregnancy, or a buildup of gas in the digestive system.",1
683,Swelling in the belly is always a sign of a serious medical condition.,0
683,Swelling in the belly is only caused by eating too much salt.,0
683,Swelling in the belly is a normal part of the aging process.,0
683,Swelling in the belly is only caused by a lack of exercise.,0
684,The thyroid gland is responsible for producing hormones that regulate metabolism and growth.,1
684,"The thyroid gland is a part of the digestive system, helping to break down food.",0
684,"The thyroid gland is a component of the immune system, protecting the body from infections.",0
684,The thyroid gland is a muscle that aids in respiration and circulation.,0
684,The thyroid gland is a gland that secretes hormones related to reproduction and fertility.,0
685,Menopause,1
685,Fever,0
685,Excessive alcohol consumption,0
685,Anxiety,0
685,Thyroid issue,0
686,DKA (Diabetic Ketoacidosis) is a life-threatening complication of diabetes that occurs when the body produces excessive ketones due to insufficient insulin levels.,1
686,DKA is a rare condition that only affects a small percentage of diabetic patients.,0
686,DKA is caused by excessive consumption of carbohydrates.,0
686,DKA is a mild condition that can be easily managed with over-the-counter medications.,0
686,DKA is a result of insufficient insulin levels in the body.,0
687,A treadmill stress test measures the heart's ability to respond to physical exertion.,1
687,A treadmill stress test is a diagnostic tool used to assess the heart's health.,0
687,A treadmill stress test is a type of exercise test that measures the heart's ability to pump blood.,0
687,A treadmill stress test is a test that measures the heart's ability to handle physical activity.,0
687,A treadmill stress test is a test that measures the heart's ability to respond to exercise.,0
688,Periumbilical pain is located in the area around the belly button.,1
688,Periumbilical pain is located in the lower back.,0
688,Periumbilical pain is located in the chest area.,0
688,Periumbilical pain is located in the upper abdomen.,0
688,Periumbilical pain is located in the neck area.,0
689,"The knee is a complex joint composed of bones, cartilage, tendons, and ligaments that provide stability and support for the body.",1
689,"The knee is made up of only bones and ligaments, providing stability and support for the body.",0
689,"The knee is a simple joint consisting of only cartilage and tendons, providing flexibility and support for the body.",0
689,"The knee is a complex joint composed of bones, cartilage, tendons, and ligaments, but it does not provide stability and support for the body.",0
689,"The knee is a simple joint consisting of only bones and tendons, providing stability and support for the body.",0
690,"Essential thrombocythemia is a type of blood cancer that affects the production of platelets, leading to an increased risk of blood clots.",1
690,Essential thrombocythemia is a rare autoimmune disorder that causes excessive bleeding.,0
690,Essential thrombocythemia is a genetic disorder that affects the production of red blood cells.,0
690,"Essential thrombocythemia is a type of cancer that affects the bone marrow, causing an increase in white blood cells.",0
690,"Essential thrombocythemia is a type of cancer that affects the lymphatic system, causing an increase in lymphocytes.",0
691,Mycoses are a group of diseases caused by fungi.,1
691,Mycoses are a type of bacterial infection.,0
691,Mycoses are a result of viral infections.,0
691,Mycoses are a condition caused by parasites.,0
691,Mycoses are a form of skin cancer.,0
692,Poison ivy typically takes 12 to 72 hours after exposure to develop symptoms.,1
692,Poison ivy appears within minutes of exposure.,0
692,Poison ivy takes several days to appear.,0
692,Poison ivy takes weeks to appear.,0
692,Poison ivy takes months to appear.,0
693,The vestibular sense is the sensory system responsible for maintaining balance and spatial orientation.,1
693,The vestibular sense is related to the sense of taste.,0
693,The vestibular sense is a type of vision that allows us to see in the dark.,0
693,The vestibular sense is a type of hearing that allows us to hear sounds from far away.,0
693,The vestibular sense is a type of touch that allows us to feel textures on objects.,0
694,Gynecomastia is a medical condition characterized by the enlargement of breast tissue in males.,1
694,Gynecomastia is a rare genetic disorder that affects only a small percentage of the male population.,0
694,"Gynecomastia is a side effect of certain medications, such as steroids and antidepressants.",0
694,"Gynecomastia is a result of hormonal imbalances in the body, particularly an excess of estrogen.",0
694,Gynecomastia is a condition that only affects obese males and can be reversed through weight loss.,0
695,"Lupus is an autoimmune disease that affects the body's immune system, causing inflammation and tissue damage in various organs.",1
695,Lupus is a rare condition that only affects a small percentage of the population.,0
695,Lupus is a contagious disease that can be transmitted from person to person.,0
695,Lupus is a genetic disorder that is inherited from one's parents.,0
695,Lupus is a skin condition that only affects the skin and has no impact on other organs.,0
696,Tonometry,1
696,Visual field test,0
696,OCT scan,0
696,Pachymetry,0
696,Visual acuity test,0
697,"The cell is considered the basic unit of life because it is the smallest structural and functional unit of living organisms, containing all the necessary components to carry out life processes.",1
697,The cell is considered the basic unit of life because it is the smallest unit that can perform all the functions necessary for life.,0
697,The cell is considered the basic unit of life because it is the smallest structure that can reproduce itself.,0
697,The cell is considered the basic unit of life because it is the smallest unit that can carry out metabolic processes.,0
697,The cell is considered the basic unit of life because it is the smallest unit that can maintain homeostasis.,0
698,Applying a topical antibiotic ointment helps to prevent infection and promote healing.,1
698,Covering the wound with a bandage is essential for keeping it clean and protected from contamination.,0
698,Using a cold compress can help reduce swelling and alleviate pain.,0
698,Elevating the injured area can minimize swelling and promote better circulation.,0
698,Consuming a diet rich in vitamin C and zinc can aid in wound healing.,0
699,"An antihistamine is a type of medication that blocks the effects of histamine, a substance released during an allergic reaction.",1
699,An antihistamine is a type of medication that treats asthma symptoms.,0
699,An antihistamine is a type of medication that is used to treat anxiety and depression.,0
699,An antihistamine is a type of medication that is used to treat high blood pressure.,0
699,An antihistamine is a type of medication that is used to treat migraines.,0
700,Roughage foods are high-fiber foods that help maintain a healthy digestive system.,1
700,Roughage foods are low-calorie foods that aid in weight loss.,0
700,Roughage foods are only found in fruits and vegetables.,0
700,Roughage foods are foods that are difficult to digest and cause bloating.,0
700,Roughage foods are foods that are high in sugar and should be avoided.,0
701,Daypro is used for treating pain and inflammation in patients with arthritis.,1
701,Daypro is a medication used for treating headaches.,0
701,Daypro is a pain reliever used for treating back pain.,0
701,Daypro is a muscle relaxant used for treating muscle spasms.,0
701,Daypro is a sleep aid used for treating insomnia.,0
702,"Thyroid peroxidase antibodies are a type of autoantibody that can indicate an autoimmune thyroid disorder, such as Hashimoto's thyroiditis.",1
702,Thyroid peroxidase antibodies are a blood test used to diagnose thyroid cancer.,0
702,Thyroid peroxidase antibodies are a type of antibody that helps protect the thyroid gland from infections.,0
702,"Thyroid peroxidase antibodies are a type of antibody that causes thyroid disorders, such as hypothyroidism.",0
702,Thyroid peroxidase antibodies are a type of antibody that helps regulate the thyroid gland's function.,0
703,"A pontic is a dental prosthesis, also known as a false tooth or a dental bridge, used to replace missing teeth.",1
703,A pontic is a type of dental implant that is inserted into the jawbone to support a false tooth.,0
703,A pontic is a dental procedure that involves the removal of a tooth to make room for a false tooth.,0
703,A pontic is a type of dental filling that is used to fill in the gaps between teeth.,0
703,A pontic is a type of dental crown that is used to cover a damaged tooth.,0
704,"Venous reflux disease of legs is characterized by symptoms such as swelling, pain, and discoloration of the affected area.",1
704,Venous reflux disease of legs is caused by a lack of exercise.,0
704,Venous reflux disease of legs is a rare condition that only affects a small percentage of the population.,0
704,Venous reflux disease of legs is a result of poor circulation in the legs.,0
704,Venous reflux disease of legs is a condition that only affects the arms.,0
705,"Dri medication refers to a type of medication that is administered through an intravenous (IV) drip, allowing for the controlled release of the drug into the patient's bloodstream.",1
705,"Dri medication is a type of medication that is taken orally, allowing for the drug to be absorbed through the digestive system.",0
705,"Dri medication is a type of medication that is administered through an intramuscular injection, allowing for the drug to be absorbed directly into the bloodstream.",0
705,"Dri medication is a type of medication that is administered through a nasal spray, allowing for the drug to be absorbed through the nasal mucosa.",0
705,"Dri medication is a type of medication that is administered through a topical cream, allowing for the drug to be absorbed through the skin.",0
706,"An enlarged prostate means the prostate gland has grown larger than normal, potentially causing urinary issues.",1
706,An enlarged prostate is a condition where the prostate gland shrinks.,0
706,An enlarged prostate is a sign of prostate cancer.,0
706,An enlarged prostate is a normal part of aging.,0
706,An enlarged prostate is a condition that only affects men.,0
707,"Alcohol withdrawal can cause symptoms such as tremors, anxiety, and insomnia.",1
707,Alcohol withdrawal only affects heavy drinkers.,0
707,Alcohol withdrawal can be treated with medications like benzodiazepines.,0
707,Alcohol withdrawal is a life-threatening condition.,0
707,Alcohol withdrawal can be prevented by gradually reducing alcohol consumption.,0
708,"Caffeine withdrawal symptoms include headaches, fatigue, and irritability.",1
708,Caffeine withdrawal symptoms include only headaches and fatigue.,0
708,Caffeine withdrawal symptoms include only headaches and irritability.,0
708,Caffeine withdrawal symptoms include only fatigue and irritability.,0
708,"Caffeine withdrawal symptoms include only headaches and fatigue, but not irritability.",0
709,"Pyelectasis is a condition in which the lungs are overfilled with air, causing the chest cavity to expand.",1
709,Pyelectasis is a rare genetic disorder that affects the lungs.,0
709,Pyelectasis is a type of lung disease caused by smoking.,0
709,"Pyelectasis is a condition in which the lungs are underfilled with air, causing the chest cavity to collapse.",0
709,"Pyelectasis is a condition in which the lungs are filled with fluid, causing difficulty in breathing.",0
710,"HFPEF stands for High-Frequency Percussive Ventilation, a method used in mechanical ventilation to improve lung function and oxygenation in patients with respiratory failure.",1
710,HFPEF is a type of non-invasive ventilation that uses high-frequency oscillations to help patients breathe.,0
710,HFPEF is a form of continuous positive airway pressure (CPAP) that uses high-frequency oscillations to improve lung function.,0
710,HFPEF is a ventilation technique that uses high-frequency oscillations to reduce the work of breathing in patients with respiratory failure.,0
710,HFPEF is a method of mechanical ventilation that uses high-frequency oscillations to enhance oxygenation and lung function in patients with respiratory failure.,0
711,"Kidney pain is a sign of an underlying medical issue, such as a kidney stone or infection, and should be evaluated by a healthcare professional.",1
711,Kidney pain is a common symptom of a urinary tract infection.,0
711,Kidney pain is a result of a kidney stone blocking the ureter.,0
711,Kidney pain is a sign of a serious medical condition that requires immediate attention.,0
711,Kidney pain is a symptom of a kidney infection that can be treated with antibiotics.,0
712,Vitamin A,1
712,Vitamin B12,0
712,Vitamin C,0
712,Vitamin D,0
712,Vitamin E,0
713,Rabbit Calicivirus Disease (RCD) is a highly contagious and fatal viral disease affecting rabbits.,1
713,RCD is a bacterial infection that affects rabbits' digestive system.,0
713,RCD is a vaccine-preventable disease in rabbits.,0
713,RCD is a genetic disorder that affects rabbits' immune system.,0
713,RCD is a viral disease that only affects rabbits in the wild.,0
714,"Cold Eeze should be taken as directed on the package, typically once or twice daily.",1
714,Cold Eeze should be taken every hour to prevent cold symptoms.,0
714,Cold Eeze should be taken only when experiencing cold symptoms.,0
714,Cold Eeze should be taken only when feeling cold.,0
714,Cold Eeze should be taken only when experiencing a fever.,0
715,"People can prevent tuberculosis by practicing good hygiene, maintaining a healthy lifestyle, and getting vaccinated against the bacteria that cause the disease.",1
715,People can prevent tuberculosis by avoiding contact with infected individuals.,0
715,People can prevent tuberculosis by consuming a diet rich in vitamin C.,0
715,People can prevent tuberculosis by regularly using antibiotics.,0
715,People can prevent tuberculosis by practicing yoga and meditation.,0
716,"Nephrons filter blood, reabsorb essential nutrients, and produce urine.",1
716,Nephrons are responsible for the production of hormones.,0
716,Nephrons are responsible for the regulation of blood pressure.,0
716,Nephrons are responsible for the absorption of glucose.,0
716,Nephrons are responsible for the synthesis of red blood cells.,0
717,"Eupnea is the normal, relaxed breathing pattern characterized by regular inhalation and exhalation.",1
717,Eupnea is a medical term for a condition where a person has difficulty breathing.,0
717,Eupnea is a medical term for a breathing technique used to improve lung function.,0
717,Eupnea is a medical term for a breathing pattern that is too fast or too slow.,0
717,Eupnea is a medical term for a breathing pattern that is irregular or labored.,0
718,Narcotics are derived from the opium poppy plant.,1
718,Narcotics are derived from the cannabis plant.,0
718,Narcotics are derived from the coca plant.,0
718,Narcotics are derived from the kratom plant.,0
718,Narcotics are derived from the peyote plant.,0
719,Cleft lip is caused by genetic factors and environmental influences.,1
719,Cleft lip is a result of poor nutrition during pregnancy.,0
719,Cleft lip is a consequence of smoking during pregnancy.,0
719,Cleft lip is a side effect of certain medications taken during pregnancy.,0
719,Cleft lip is a result of a lack of calcium in the mother's diet during pregnancy.,0
720,"The 4 major regions of the brain are the cerebrum, cerebellum, brainstem, and spinal cord.",1
720,"The 4 major regions of the brain are the cerebrum, cerebellum, brainstem, and hypothalamus.",0
720,"The 4 major regions of the brain are the cerebrum, cerebellum, brainstem, and hippocampus.",0
720,"The 4 major regions of the brain are the cerebrum, cerebellum, brainstem, and thalamus.",0
720,"The 4 major regions of the brain are the cerebrum, cerebellum, brainstem, and basal ganglia.",0
721,"Naltrexone is a medication used to treat alcohol and opioid dependence, and its initial side effects may include nausea, headache, and dizziness.",1
