qid,ans,label
622,Dermatologists only treat spider veins.,0
622,Primary care doctors always refer patients to a specific type of vein specialist.,0
622,Varicose veins can only be treated with medication.,0
622,Spider veins are not related to varicose veins.,0
623,"The bottom blood pressure number (diastolic blood pressure) indicates the pressure in the arteries when the heart rests between beats, during which it fills with blood and receives oxygen.",2
623,The bottom blood pressure number is the pressure in the arteries when the heart is pumping blood.,0
623,The bottom blood pressure number is the pressure in the arteries when the heart is at its peak contraction.,0
623,The bottom blood pressure number is the pressure in the arteries when the heart is at its peak relaxation.,0
623,The bottom blood pressure number is the pressure in the arteries when the heart is at its peak contraction and relaxation simultaneously.,0
624,"Synthetic cannabinoids are chemicals that are made to act like the active part of cannabis, a substance called tetrahydrocannabinol (THC).",2
624,Synthetic cannabinoids are completely safe and have no known side effects.,0
624,Synthetic cannabinoids are only found in prescription medications.,0
624,Synthetic cannabinoids are only used for medical purposes.,0
624,Synthetic cannabinoids are only used for recreational purposes.,0
625,CLA is a family of at least 28 isomers of linoleic acid found mostly in meat and dairy products derived from ruminants.,2
625,CLA is a type of trans-fat found in vegetable oils.,0
625,CLA is a single isomer of linoleic acid found in dairy products.,0
625,CLA is a group of conjugated linoleic acids that are cis-fats.,0
625,CLA is a type of conjugated fat found in plant-based foods.,0
626,"Oral allergy syndrome is a type of food allergy that occurs when individuals with pollen allergies experience symptoms in the mouth and throat after eating certain fruits, vegetables, nuts, or seeds.",2
626,"Oral allergy syndrome only affects individuals with pollen allergies, not those with other types of allergies.",0
626,"Oral allergy syndrome is caused by a lack of exposure to pollen, which leads to an immune response when consuming certain foods.",0
626,Oral allergy syndrome is a rare condition that only affects a small percentage of the population.,0
626,"Oral allergy syndrome is a type of food allergy that occurs when individuals with pollen allergies experience symptoms in the mouth and throat after eating certain fruits, vegetables, nuts, or seeds.",0
627,Xanax stays in your urine for 1-4 days after last use.,2
627,Xanax stays in your urine for 1-2 weeks.,0
627,"Xanax stays in your urine for 1-4 days after last use, but it depends on the dosage.",0
627,"Xanax stays in your urine for 1-4 days after last use, but it varies based on the individual's metabolism.",0
627,"Xanax stays in your urine for 1-4 days after last use, but it can be longer if you're taking high doses.",0
628,Spinal fusion benefits often help alleviate pain from compression of spinal nerves due to excessive vertebral motion or slippage.,2
628,"Spinal fusion is a surgical procedure that involves the fusion of two or more vertebrae to create a single, solid bone.",0
628,Spinal fusion is a treatment option for patients with severe back pain caused by conditions such as spinal stenosis.,0
628,Spinal fusion is a minimally invasive procedure that requires only a small incision in the back.,0
628,Spinal fusion is a permanent procedure that cannot be reversed once it has been performed.,0
629,"The liver is a large, meaty organ that sits on the right side of the belly.",2
629,The liver is located on the left side of the body.,0
629,"The liver is a small, bony organ that sits on the left side of the belly.",0
629,"The liver is a large, meaty organ that sits on the left side of the belly.",0
629,"The liver is a small, bony organ that sits on the right side of the belly.",0
630,"Yogurt is considered a natural laxative, as it promotes the growth of healthy bacteria in the intestinal tract.",2
630,Eating grapefruit can increase hydration levels and work as a natural laxative.,0
630,"Foods high in water content, such as lettuce, are considered good natural laxatives.",0
630,Celery is a high-fiber food and can act as a natural laxative.,0
630,Drinking plenty of water is the best natural laxative.,0
631,"Genetic variation is a term used to describe the variation in the DNA sequence in each of our genomes, which makes us all unique in terms of physical characteristics.",2
631,"Genetic variation is the result of subtle differences in our DNA, causing variations in physical traits.",0
631,"Genetic variation is the difference between individuals of a species, which can be observed in their physical characteristics.",0
631,"Genetic variation is the variation in the DNA sequence that occurs naturally in a population, leading to differences in physical traits.",0
631,"Genetic variation is the variation in the DNA sequence that occurs due to mutations, leading to differences in physical traits.",0
632,"Pyelocaliectasis is a congenital ureteropelvic junction (UPJ) obstruction and the most common cause of upper urinary tract obstruction in children. By definition, this diagnosis signifies functionally impaired transport of urine from the renal pelvis into the ureter.",2
632,Pyelocaliectasis is a rare condition that affects only adults.,0
632,"Pyelocaliectasis is a congenital ureteropelvic junction (UPJ) obstruction and the most common cause of upper urinary tract obstruction in children. By definition, this diagnosis signifies functionally impaired transport of urine from the renal pelvis into the ureter.",0
632,Pyelocaliectasis is a condition that affects only the lower urinary tract.,0
632,"Pyelocaliectasis is a congenital ureteropelvic junction (UPJ) obstruction and the most common cause of upper urinary tract obstruction in children. By definition, this diagnosis signifies functionally impaired transport of urine from the renal pelvis into the ureter.",0
633,Sturge-Weber syndrome is a rare neurocutaneous disorder characterized by nervous system problems and a port-wine stain birthmark on the face.,2
633,Sturge-Weber syndrome is a genetic disorder caused by a mutation in the GNAQ gene.,0
633,Sturge-Weber syndrome is a type of cancer that affects the nervous system.,0
633,Sturge-Weber syndrome is a rare disorder characterized by a port-wine stain birthmark and seizures.,0
633,Sturge-Weber syndrome is a rare disorder characterized by a port-wine stain birthmark and developmental delays.,0
634,"It takes about 10 days to two weeks for a standard facelift to heal, and patients who choose a mid-face lift can expect a similar recovery time.",2
634,"Facelift healing time is only a few days, allowing patients to return to work quickly.",0
634,"Facelift healing time can last up to a month, depending on the type of surgery.",0
634,Facelift healing time is significantly shorter for patients who undergo a mini facelift.,0
634,Facelift healing time is significantly longer for patients who undergo a deep plane facelift.,0
635,"Talk with your health care provider and take steps to control your blood pressure by making healthy lifestyle changes and taking medications, if any have been prescribed for you.",2
635,Ignore your high blood pressure and hope it goes away on its own.,0
635,Drink excessive amounts of alcohol to lower your blood pressure.,0
635,Stop taking your blood pressure medication without consulting your health care provider.,0
635,Engage in unhealthy habits like smoking and excessive salt intake to manage your blood pressure.,0
636,"A rare disease is defined by the European Union as one that affects less than 5 in 10,000 of the general population.",2
636,Rare diseases are only found in developed countries.,0
636,There are only a few hundred known rare diseases.,0
636,Rare diseases are not considered a public health concern.,0
636,Rare diseases are not eligible for medical research funding.,0
637,"Adjuvant chemotherapy is a combination of different healing methods, such as chemotherapy and radiation or chemotherapy and surgery, used to fight cancer after the visible cancer has been removed.",2
637,Adjuvant chemotherapy is a single form of treatment used to fight cancer.,0
637,Adjuvant chemotherapy is a type of chemotherapy that is used before surgery to shrink the tumor.,0
637,Adjuvant chemotherapy is a form of chemotherapy that is used only for patients with advanced cancer.,0
637,Adjuvant chemotherapy is a type of chemotherapy that is used to prevent cancer from returning after surgery.,0
638,"Chlamydia trachomatis causes chlamydia, a common sexually transmitted disease.",2
638,"Chlamydia trachomatis causes gonorrhea, a sexually transmitted disease.",0
638,"Chlamydia trachomatis causes syphilis, a sexually transmitted disease.",0
638,"Chlamydia trachomatis causes herpes, a sexually transmitted disease.",0
638,"Chlamydia trachomatis causes HIV, a sexually transmitted disease.",0
639,Acetaminophen (Tylenol) is a safe option for breastfeeding moms with migraines.,2
639,Ibuprofen (Advil) is not recommended for breastfeeding moms with migraines.,0
639,Naproxen (Aleve) is a suitable choice for breastfeeding moms with migraines.,0
639,Aspirin is safe for breastfeeding moms with migraines.,0
639,Breastfeeding moms should avoid taking amoxicillin for migraines.,0
640,"The cost of an appendectomy ranges from $13,851 to $29,426 in the United States.",2
640,An appendectomy is a surgical procedure that removes an inflamed appendix to prevent it from bursting.,0
640,The cost of an appendectomy is significantly higher in urban areas compared to rural areas.,0
640,Infant delivery is a common surgical procedure that removes an inflamed appendix in order to prevent it from bursting.,0
640,The cost of an appendectomy is significantly lower in the United States compared to other countries.,0
641,A monoamine oxidase inhibitor (MAOI) is a type of antidepressant drug that balances the level of certain chemicals in the brain by inhibiting the enzyme monoamine oxidase.,2
641,Monoamine oxidase inhibitors are a type of antidepressant that only work for certain types of depression.,0
641,Monoamine oxidase inhibitors are a type of antidepressant that only work for bipolar disorder.,0
641,Monoamine oxidase inhibitors are a type of antidepressant that only work for panic disorder.,0
641,Monoamine oxidase inhibitors are a type of antidepressant that only work for anxiety disorders.,0
642,"The bug is a sexually transmitted disease, usually AIDS or HIV.",2
642,The bug is a type of bacteria that causes infections.,0
642,The bug is a term used for a common cold or flu.,0
642,The bug is a term used for a mental health condition.,0
642,The bug is a term used for a genetic disorder.,0
643,Foraminal Stenosis is the narrowing of the cervical disc space caused by enlargement of a joint (the uncinate process) in the spinal canal.,2
643,Foraminal Stenosis is a condition that affects the entire spinal canal.,0
643,Foraminal Stenosis is caused by the compression of the spinal cord.,0
643,Foraminal Stenosis is a result of the degeneration of the cervical disc space.,0
643,Foraminal Stenosis is a condition that affects the entire spinal canal and causes pain in the neck and shoulders.,0
644,"In biology, a spindle refers to a spindle-shaped structure composed of microtubules that forms near the cell nucleus during mitosis or meiosis, and helps in the separation of chromosomes to opposite poles of the cell.",2
644,"In biology, a spindle refers to a short, turned or circular ornament, as in a baluster or stair rail.",0
644,"In biology, a spindle refers to a spindle-shaped structure composed of microtubules that forms near the cell nucleus during mitosis or meiosis, and helps in the separation of chromosomes to opposite poles of the cell.",0
644,"In biology, a spindle refers to a spindle-shaped structure composed of microtubules that forms near the cell nucleus during mitosis or meiosis, and helps in the separation of chromosomes to opposite poles of the cell.",0
644,"In biology, a spindle refers to a spindle-shaped structure composed of microtubules that forms near the cell nucleus during mitosis or meiosis, and helps in the separation of chromosomes to opposite poles of the cell.",0
645,A broken ankle is called a fracture.,2
645,A broken ankle is called a dislocation.,0
645,A broken ankle is called a sprain.,0
645,A broken ankle is called a strain.,0
645,A broken ankle is called a stress fracture.,0
646,"Malalignment VSD is a type of ventricular septal defect (VSD) caused by the malalignment of the conoseptal portion of the ventricular septum, which results in a misalignment of the heart's chambers.",2
646,Malalignment VSD is a rare congenital heart defect that affects only a small percentage of the population.,0
646,Malalignment VSD is a type of VSD that is not associated with any other congenital heart defects.,0
646,Malalignment VSD is a type of VSD that is not related to the malalignment of the conoseptal portion of the ventricular septum.,0
646,Malalignment VSD is a type of VSD that is not associated with Tetralogy of Fallot.,0
647,"The tongue papillae, including the taste buds, can become inflamed.",2
647,A sore tongue is always a sign of something more serious.,0
647,The tongue should not be included in good dental health habits.,0
647,"Over time, smoking can make the tongue less sensitive to heat and cold.",0
647,The tongue is not affected by dental health habits.,0
648,"A lumpectomy costs over $7,000, while a mastectomy costs more than $10,000.",2
648,A lumpectomy is a less expensive surgery than a mastectomy.,0
648,A lumpectomy is a more expensive surgery than a mastectomy.,0
648,A lumpectomy is a less invasive surgery than a mastectomy.,0
648,A lumpectomy is a more invasive surgery than a mastectomy.,0
649,Silica in supplements is a neobiogenic compound that helps in the formation of collagen and cleanses the body of harmful minerals like aluminum.,2
649,Silica in supplements is a mineral that only benefits the skin and nails.,0
649,Silica in supplements is a synthetic compound that has no health benefits.,0
649,Silica in supplements is a natural compound that only supports bone health.,0
649,Silica in supplements is a plant-based compound that only supports digestive health.,0
650,"ITB syndrome symptoms consist of pain on the outside of the knee, specifically at or around the lateral epicondyle of the femur, which comes on during a run and gradually worsens until the runner has to stop.",2
650,"ITB syndrome symptoms include pain on the inside of the knee, near the medial epicondyle of the femur.",0
650,"ITB syndrome symptoms involve pain on the back of the knee, near the posterior aspect of the femur.",0
650,"ITB syndrome symptoms are characterized by pain on the front of the knee, near the anterior aspect of the femur.",0
650,"ITB syndrome symptoms involve pain on the top of the knee, near the superior aspect of the femur.",0
651,"Osteogenesis imperfecta is caused by defects in the gene that produces type 1 collagen, an important building block of bone.",2
651,Osteogenesis imperfecta is a result of a lack of calcium in the diet.,0
651,Osteogenesis imperfecta is caused by a deficiency in vitamin D.,0
651,Osteogenesis imperfecta is caused by a genetic mutation in the COL1A1 gene.,0
651,Osteogenesis imperfecta is caused by a lack of exercise during childhood.,0
652,"Optic disc drusen are abnormal deposits of protein-like material in the optic disc, which is the front part of the optic nerve.",2
652,Optic disc drusen are caused by an abnormal deposition of a protein-like material in the optic nerve.,0
652,"The cause of optic disc drusen is unknown, but it may be inherited in some individuals.",0
652,Optic disc drusen are a result of abnormal flow of material in optic nerve cells.,0
652,"Optic disc drusen are a result of abnormal deposition of a protein-like material in the optic nerve, but the exact cause is unknown.",0
653,"A blebectomy is a surgical procedure that involves removing a portion of the lung that is non-functional, such as a bubble or cyst, to prevent complications like pneumothorax.",2
653,A blebectomy is a procedure that involves removing a portion of the lung to treat a collapsed lung.,0
653,A blebectomy is a surgery that involves removing a portion of the lung to treat a bubble or cyst.,0
653,A blebectomy is a procedure that involves removing a portion of the lung to treat a bubble or cyst that is at risk for leakage.,0
653,A blebectomy is a surgery that involves removing a portion of the lung to treat a bubble or cyst that is at risk for leakage and pneumothorax.,0
654,Kidneys attach to the urinary bladder through the ureters.,2
654,Kidneys attach to the liver through the hepatic portal vein.,0
654,Kidneys attach to the heart through the renal vein.,0
654,Kidneys attach to the lungs through the bronchial tubes.,0
654,Kidneys attach to the brain through the vagus nerve.,0
655,Febrile seizures are common in babies as young as 6 months of age.,2
655,Febrile seizures are rare in babies under 6 months of age.,0
655,Febrile seizures are caused by a severe infection in babies.,0
655,Febrile seizures are not related to a baby's temperature.,0
655,Febrile seizures are a sign of a serious underlying medical condition in babies.,0
656,"Sativa marijuana is one of the two main types of cannabis, known for its energizing and uplifting effects.",2
656,Sativa marijuana is a hybrid strain that originates from the Indica and Sativa species.,0
656,Sativa marijuana is a type of cannabis that is primarily used for medicinal purposes.,0
656,Sativa marijuana is a strain that is known for its high THC content and is commonly used for recreational purposes.,0
656,Sativa marijuana is a type of cannabis that is primarily grown in tropical regions and is known for its unique flavor profile.,0
657,"Internodal pathways are a part of the electrical conduction system of the heart, located in the wall of the atria and responsible for conducting impulses from the sinoatrial node to the atrioventricular node.",2
657,"Internodal pathways are a part of the heart's electrical conduction system, located in the atria, and are responsible for transmitting signals from the sinoatrial node to the atrioventricular node.",0
657,"Internodal pathways are a part of the heart's electrical conduction system, located in the atria, and are responsible for transmitting signals from the sinoatrial node to the atrioventricular node, but they are not involved in the conduction of impulses.",0
657,"Internodal pathways are a part of the heart's electrical conduction system, located in the atria, and are responsible for transmitting signals from the sinoatrial node to the atrioventricular node, but they are not involved in the conduction of impulses, and they are not located in the wall of the heart.",0
657,"Internodal pathways are a part of the heart's electrical conduction system, located in the atria, and are responsible for transmitting signals from the sinoatrial node to the atrioventricular node, but they are not involved in the conduction of impulses, and they are not located in the wall of the heart, but rather in the heart's muscle tissue.",0
658,"A chronic disease is one lasting 3 months or more, by the definition of the U.S. National Center for Health Statistics.",2
658,Chronic diseases can be prevented by vaccines.,0
658,Chronic diseases can be cured by medication.,0
658,Chronic diseases can disappear on their own.,0
658,The definition of a chronic disease is 3 months or less.,0
659,Neurons are specialized cells that transmit information throughout the body.,2
659,Neurons are the same as other cells in the human body.,0
659,Neurons are not specialized to transmit information.,0
659,Neurons are not part of the nervous system.,0
659,Neurons are not the basic building blocks of the nervous system.,0
660,"The cost of laser eye surgery can range from $299 to $4,000 per eye, with the average price of custom bladeless LASIK in 2013 being around $2,500 USD per eye.",2
660,"The cost of laser eye surgery is fixed at $2,500 per eye for all patients.",0
660,The cost of laser eye surgery is solely determined by the type of laser used in the procedure.,0
660,The cost of laser eye surgery is not influenced by the patient's geographical location.,0
660,The cost of laser eye surgery is not affected by the surgeon's experience or the technology used.,0
661,"An anal fissure is a small tear or crack in the lining of the anus, which can cause pain and bleeding.",2
661,"An anal fissure is a symptom of Crohn's disease, but it can also occur in people without the disease.",0
661,Anal fissures are always caused by Crohn's disease.,0
661,Anal fissures are only a problem for people with Crohn's disease.,0
661,"Anal fissures are a common symptom of Crohn's disease, but they are not always present in patients with the disease.",0
662,"High cholesterol increases the risk of heart attacks, strokes, and peripheral artery disease in men.",2
662,Low cholesterol levels in men are caused by a lack of exercise.,0
662,High cholesterol is only a concern for men over the age of 50.,0
662,High cholesterol is a genetic condition that cannot be managed through lifestyle changes.,0
662,Low cholesterol levels in men are caused by a diet high in fiber and low in saturated fats.,0
663,"Intertrigo is a common inflammatory rash that appears between skin folds, often in areas prone to friction, excessive moisture, and lack of air circulation.",2
663,Intertrigo is a fungal infection that affects the skin folds.,0
663,Intertrigo is a skin condition caused by poor hygiene.,0
663,Intertrigo is a rare autoimmune disorder that affects the skin folds.,0
663,Intertrigo is a skin condition caused by wearing tight clothing.,0
664,Ribs articulate with the sternum at the costal cartilages.,2
664,Ribs articulate with the vertebral column at the costal cartilages.,0
664,Ribs articulate with the vertebral column at the costal cartilages and the sternum.,0
664,"Ribs articulate with the vertebral column at the costal cartilages and the sternum, forming the costal arch.",0
664,"Ribs articulate with the vertebral column at the costal cartilages and the sternum, forming the costal arch, which protects the heart.",0
665,cDNA is produced from fully transcribed mRNA found in the nucleus and therefore contains only the expressed genes of an organism.,2
665,"cDNA is produced from genomic DNA, which includes both coding and non-coding regions.",0
665,"cDNA libraries are generated from genomic DNA, which contains all the genes of an organism.",0
665,"cDNA libraries are produced from mRNA, which only contains the expressed genes of an organism.",0
665,"cDNA libraries are generated from DNA extracted from tissues, which only contains the expressed genes of an organism.",0
666,"The diaphragm moves downward when we breathe in, compressing the stomach and intestines to make space for the air.",2
666,"The diaphragm moves upward when we breathe in, creating space for the air.",0
666,"The diaphragm moves sideways when we breathe in, creating space for the air.",0
666,"The diaphragm moves downward when we breathe out, compressing the stomach and intestines to expel air.",0
666,"The diaphragm moves upward when we breathe out, creating space for the air.",0
667,Swedish Bitters is used to enhance one's health and well-being by improving the digestive system.,2
667,Swedish Bitters is a cure for all diseases.,0
667,Swedish Bitters is a traditional Swedish drink made from berries.,0
667,Swedish Bitters is a Swedish beer made from barley.,0
667,Swedish Bitters is a Swedish dessert made from chocolate and berries.,0
668,The body requires 180 to 500 milligrams of sodium per day.,2
668,"The body needs 1,000 to 2,000 milligrams of sodium per day.",0
668,"The body requires 1,500 to 2,500 milligrams of sodium per day.",0
668,"The body needs 2,500 to 3,500 milligrams of sodium per day.",0
668,"The body requires 3,000 to 4,000 milligrams of sodium per day.",0
669,DNA replication takes place during the S phase of the cell cycle.,2
669,DNA replication occurs only during the G1 phase of the cell cycle.,0
669,DNA replication is a continuous process throughout the cell cycle.,0
669,DNA replication is not controlled by the cell cycle.,0
669,DNA replication is a random process that occurs at any time during the cell cycle.,0
670,The sympathetic nervous system is involved in the fight or flight response.,2
670,The parasympathetic nervous system is responsible for the fight or flight response.,0
670,The central nervous system controls the fight or flight response.,0
670,The peripheral nervous system is responsible for the fight or flight response.,0
670,The enteric nervous system is involved in the fight or flight response.,0
671,Trichinosis is caused by consuming undercooked meat infected with the larvae of the trichinella roundworm.,2
671,Trichinosis is caused by eating raw meat.,0
671,Trichinosis is caused by eating meat that has been improperly stored.,0
671,Trichinosis is caused by eating meat that has been contaminated with bacteria.,0
671,Trichinosis is caused by eating meat that has been exposed to extreme temperatures.,0
672,Center for Disease Control and Prevention,2
672,Center for Disease Control and Prevention,0
672,Center for Disease Control and Prevention,0
672,Center for Disease Control and Prevention,0
672,Center for Disease Control and Prevention,0
673,"Meiosis produces four genetically different haploid cells, which have the potential to combine and form a new, genetically diverse diploid offspring.",2
673,"Meiosis creates only two cells, one parent cell and one daughter cell, which are genetically identical.",0
673,"Meiosis produces two genetically identical daughter cells, which are used for the body's repair and regeneration processes.",0
673,"Meiosis creates only one genetically identical daughter cell, which is used for the body's immune system.",0
673,"Meiosis produces two genetically identical daughter cells, which are used for the body's energy production.",0
674,It takes approximately six to ten hours for the digestion of an average meal to be complete.,2
674,The digestion process is completed within a few minutes after eating.,0
674,The digestion of an average meal is complete within an hour.,0
674,The digestion of an average meal is complete within two to three hours.,0
674,The digestion of an average meal is complete within four to five hours.,0
675,MCV is a measure of the average volume of red blood cells (erythrocytes) in a blood test.,2
675,MCV is a test that measures the number of white blood cells in the blood.,0
675,MCV is a test that measures the number of platelets in the blood.,0
675,MCV is a test that measures the number of red blood cells in the blood.,0
675,MCV is a test that measures the number of hemoglobin molecules in the blood.,0
676,Pregnant women are more likely to develop blood clots due to hormonal changes and increased blood volume.,2
676,Blood clots only occur in the right leg during pregnancy.,0
676,Pregnant women are less likely to develop blood clots than non-pregnant women.,0
676,Blood clots only occur in the left leg during pregnancy due to an artery overlying a vein.,0
676,Pregnant women are more likely to develop blood clots in the right leg than in the left leg.,0
677,"Mental health disorders, such as post-traumatic stress disorder, may disrupt your sleep.",2
677,"Medications, such as certain antidepressants and medications for asthma or blood pressure, can interfere with sleep.",0
677,"Medical conditions, such as chronic pain or sleep apnea, can cause insomnia.",0
677,Consuming caffeine or alcohol before bedtime can lead to insomnia.,0
677,A change in sleep environment or schedule can cause sudden insomnia.,0
678,"Arm pain in women can be caused by abnormalities or injury of the skin, nerves, bones, joints, blood vessels, and soft tissues of the arm.",2
678,Arm pain in women is only caused by injuries to the arm.,0
678,Arm pain in women is always a sign of a serious medical condition.,0
678,Arm pain in women is only caused by diseases that affect other organs in the body.,0
678,Arm pain in women is only caused by peripheral vascular disease.,0
679,"Kratom is a plant species (Mitragyna speciosa) that is legal due to its lack of publicity, toxicity, and medicinal uses in rehab.",2
679,Kratom is a banned substance in the United States.,0
679,Kratom is a type of opioid drug.,0
679,Kratom is a popular recreational drug.,0
679,Kratom is a plant that has no medicinal uses.,0
680,Yohimbine is an active chemical (an alkaloid) found in the bark of Pausinystalia yohimbe and is cultivated into supplement form.,2
680,Yohimbine is a plant-based compound that is not found in any supplements.,0
680,Yohimbine is a synthetic compound used in prescription drugs for weight loss.,0
680,Yohimbine is a natural compound found in the bark of Pausinystalia yohimbe and is used as a prescription drug for erectile dysfunction.,0
680,Yohimbine is a synthetic compound that is not found in any supplements or prescription drugs.,0
681,Melatonin is a hormone naturally found in the body that regulates the sleep/wake cycle and other daily biorhythms.,2
681,Melatonin is a vitamin that helps regulate sleep patterns.,0
681,Melatonin is a supplement that can be taken to improve sleep quality.,0
681,Melatonin is a hormone that is only produced in the brain.,0
681,Melatonin is a hormone that is only produced in the liver.,0
682,"Prevnar is indicated for active immunization to prevent invasive disease caused by Streptococcus pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F, and 23F in children aged 6 weeks through 17 years.",2
682,"Prevnar is indicated for children aged 2, 4, and 6 months.",0
682,Prevnar is indicated for children aged 12-15 months.,0
682,Prevnar is indicated for children aged 6 weeks through 17 years.,0
682,Prevnar is indicated for children aged 18C and 19A.,0
683,Bloat / Gastric Dilation Volvulu,2
683,Ingesting foreign object,0
683,Intestinal obstruction,0
683,Inflammatory bowel disease,0
683,Pancreatiti,0
684,"The thyroid gland produces and stores hormones that regulate heart rate, blood pressure, body temperature, and energy conversion.",2
684,The thyroid gland is responsible for controlling the body's metabolism.,0
684,The thyroid gland is a part of the endocrine system that releases hormones to regulate the body's immune system.,0
684,The thyroid gland is a small organ located in the neck that secretes hormones to regulate the body's digestive system.,0
684,The thyroid gland is a part of the respiratory system that produces hormones to regulate the body's respiratory rate.,0
685,"Night sweats and hot flashes in women can be caused by the menopausal transition, which can occur several years before menstrual periods cease.",2
685,Night sweats and hot flashes in women are only related to menopause.,0
685,Night sweats and hot flashes in women are caused by hormonal imbalances.,0
685,Night sweats and hot flashes in women are a result of stress and anxiety.,0
685,Night sweats and hot flashes in women are caused by an underlying medical condition.,0
686,"Diabetic ketoacidosis (DKA) is a life-threatening condition that occurs when the body cannot use sugar (glucose) as a fuel source due to insufficient insulin or no insulin at all, leading to the breakdown of fat for energy production.",2
686,DKA is a rare condition that only affects a small percentage of people with diabetes.,0
686,DKA is caused by excessive consumption of sugar.,0
686,DKA is a mild condition that can be easily managed with over-the-counter medications.,0
686,DKA is a result of poor dietary choices and lack of exercise.,0
687,A treadmill stress test is a type of exercise EKG that evaluates heart function during physical activity.,2
687,A treadmill stress test is a test that measures the heart's electrical activity during exercise.,0
687,A treadmill stress test is a test that measures the heart's electrical activity during rest.,0
687,A treadmill stress test is a test that measures the heart's electrical activity during sleep.,0
687,A treadmill stress test is a test that measures the heart's electrical activity during a meal.,0
688,Periumbilical pain is located around the belly button.,2
688,Periumbilical pain is located in the upper right quadrant of the abdomen.,0
688,Periumbilical pain is located in the lower left quadrant of the abdomen.,0
688,"Periumbilical pain is located in the back, near the spine.",0
688,"Periumbilical pain is located in the chest, near the heart.",0
689,"The knee is a complex joint that consists of the femur, tibia, fibula, and patella, with tendons and ligaments providing stability and movement.",2
689,"The knee is a simple joint that only consists of the femur and tibia, with no other bones or ligaments involved.",0
689,"The knee is a single joint that connects the femur to the tibia, with no other bones or ligaments present.",0
689,"The knee is a complex joint that consists of the femur, tibia, fibula, and patella, but it does not have any tendons or ligaments.",0
689,"The knee is a simple joint that only consists of the femur and tibia, with no other bones or ligaments involved.",0
690,"Essential thrombocythemia (ET) is a myeloproliferative neoplasm that develops when the bone marrow doesn't work normally, causing an overproduction of platelets.",2
690,Essential thrombocythemia is a rare blood disorder caused by a genetic mutation.,0
690,Essential thrombocythemia is a type of leukemia that affects the bone marrow.,0
690,Essential thrombocythemia is a benign condition that doesn't require treatment.,0
690,Essential thrombocythemia is a type of cancer that affects the lymphatic system.,0
691,"Mycoses are fungal infections of animals, including humans, caused by various environmental and physiological conditions.",2
691,Mycoses are only found in plants and not in animals or humans.,0
691,Mycoses are a type of bacterial infection that affects humans and animals.,0
691,Mycoses are a rare condition that only affects a small percentage of the population.,0
691,Mycoses are a group of diseases caused by viruses and not by fungi.,0
692,"Poison ivy dermatitis appears as soon as four hours or as long as 10 days after exposure, depending on individual sensitivity and the amount of exposure.",2
692,The rash appears immediately after exposure to poison ivy.,0
692,The rash appears within minutes of exposure to poison ivy.,0
692,The rash appears within seconds of exposure to poison ivy.,0
692,The rash appears within hours of exposure to poison ivy.,0
693,"The vestibular sense is a sensory system located in the structures of the inner ear that registers the orientation of the head, providing the sense of balance, equilibrium, and proprioception.",2
693,"The vestibular sense is a sensory system located in the structures of the outer ear that registers the orientation of the head, providing the sense of balance, equilibrium, and proprioception.",0
693,"The vestibular sense is a sensory system located in the structures of the inner ear that registers the orientation of the head, providing the sense of balance, equilibrium, and proprioception, but not the sense of hearing.",0
693,"The vestibular sense is a sensory system located in the structures of the inner ear that registers the orientation of the head, providing the sense of balance, equilibrium, and proprioception, but not the sense of smell.",0
693,"The vestibular sense is a sensory system located in the structures of the inner ear that registers the orientation of the head, providing the sense of balance, equilibrium, and proprioception, but not the sense of taste.",0
694,Gynecomastia is an abnormal condition of large breasts in males.,2
694,Gynecomastia is a surgical procedure to reduce breast size in females.,0
694,Gynecomastia is a type of mastectomy procedure for breast cancer in females.,0
694,Gynecomastia is a cosmetic procedure to enhance breast size in females.,0
694,Gynecomastia is a procedure to remove excess breast tissue in females.,0
695,"Lupus is a chronic autoimmune disease that affects the nervous system, joints, and skin.",2
695,Lupus is a rare condition that only affects the skin.,0
695,Lupus is a genetic disorder that is passed down through families.,0
695,Lupus is a bacterial infection that can be treated with antibiotics.,0
695,Lupus is a mental health condition that causes anxiety and depression.,0
696,Tonometry is a test for glaucoma that measures the pressure inside the eye.,2
696,A visual acuity test measures how well you see at various distances.,0
696,A visual field test measures your side or peripheral vision.,0
696,A dilated eye exam uses drops to widen the pupils for a better view of the retina.,0
696,Pachymetry measures the thickness of the cornea using an ultrasonic wave instrument.,0
697,"The cell is considered the basic unit of life because all living things are made from cells, and they are the fundamental building blocks of multicellular organisms like humans and bacteria, which are unicellular.",2
697,The cell is considered the basic unit of life because it is the smallest unit of life that can carry out all the functions necessary for survival.,0
697,The cell is considered the basic unit of life because it is the smallest unit of life that can reproduce.,0
697,The cell is considered the basic unit of life because it is the smallest unit of life that can perform metabolic processes.,0
697,The cell is considered the basic unit of life because it is the smallest unit of life that can maintain homeostasis.,0
698,Bromelain is an anti-inflammatory enzyme found in the stem of pineapple plants that helps to heal wounds.,2
698,Vitamin C is a highly effective antioxidant that protects cells from damage by free radicals.,0
698,Vitamin E is a powerful antioxidant that helps to speed up the healing process of wounds.,0
698,Aloe vera is a natural remedy that has been used for centuries to treat wounds and promote healing.,0
698,Turmeric is a spice that has anti-inflammatory properties and can help reduce pain and swelling associated with wounds.,0
